head position, look position, look item name
(-6.03, 1.64, 7.94), (-5.38, 0.99, 8.35), Model ship
(-6.02, 1.63, 7.94), (-5.39, 0.99, 8.30), Model ship
(-6.03, 1.63, 7.96), (-5.45, 0.99, 8.37), Model ship
(-6.27, 1.71, 8.31), (-5.86, 1.25, 9.74), left wall
(-6.30, 1.67, 8.38), (-5.48, 0.68, 9.74), left wall
(-6.31, 1.67, 8.39), (-5.95, 1.31, 8.83), Mastfish
(-6.10, 1.63, 8.01), (-5.34, 0.99, 7.88), Model ship
(-5.93, 1.60, 7.63), (-5.44, 0.99, 7.50), Model ship
(-5.89, 1.60, 7.62), (-5.41, 0.99, 7.50), Model ship
(-6.19, 1.63, 7.45), (-5.55, 0.99, 7.32), Model ship
(-6.23, 1.64, 7.47), (-5.45, 0.99, 7.44), Model ship
(-6.27, 1.65, 7.51), (-5.49, 0.99, 7.48), Model ship
(-6.22, 1.64, 7.41), (-5.47, 0.99, 7.46), Model ship
(-6.25, 1.67, 7.70), (-5.36, 0.99, 8.41), Model ship
(-6.42, 1.70, 8.19), (-5.61, 1.03, 9.74), left wall
(-6.45, 1.68, 8.54), (-5.29, 0.70, 9.74), left wall
(-6.34, 1.65, 8.26), (-5.52, 0.99, 8.43), Model ship
(-6.03, 1.64, 8.14), (-5.39, 0.99, 8.50), Model ship
(-5.91, 1.62, 8.16), (-5.42, 0.99, 8.45), Model ship
(-5.91, 1.63, 8.14), (-5.39, 0.99, 8.47), Model ship
(-5.93, 1.62, 8.10), (-5.41, 0.99, 8.40), Model ship
(-6.00, 1.62, 8.13), (-5.38, 0.99, 8.22), Model ship
(-6.04, 1.63, 8.15), (-5.35, 0.99, 8.25), Model ship
(-6.06, 1.62, 8.14), (-5.39, 0.99, 8.23), Model ship
(-6.14, 1.67, 8.25), (-5.11, 0.79, 9.74), left wall
(-6.24, 1.66, 8.39), (-5.73, 0.69, 9.74), left wall
(-6.23, 1.66, 8.39), (-5.56, 0.60, 9.74), left wall
(-6.01, 1.63, 8.09), (-5.38, 0.99, 8.31), Model ship
(-5.96, 1.66, 8.02), (-3.61, 0.09, 8.34), Front wall
(-5.99, 1.75, 8.01), (-3.61, 1.84, 8.05), Front wall
(-6.02, 1.74, 8.00), (-3.61, 1.78, 7.88), Front wall
(-5.97, 1.63, 8.05), (-5.40, 0.99, 8.38), Model ship
(-5.94, 1.61, 8.03), (-5.48, 0.99, 8.24), Model ship
(-5.96, 1.61, 8.05), (-5.50, 0.99, 8.28), Model ship
(-5.99, 1.62, 8.06), (-5.48, 0.99, 8.33), Model ship
(-6.01, 1.62, 8.07), (-5.47, 0.99, 8.36), Model ship
(-6.02, 1.63, 8.06), (-5.41, 0.99, 8.35), Model ship
(-6.23, 1.67, 8.28), (-5.49, 0.83, 9.74), left wall
(-6.24, 1.67, 8.27), (-5.51, 0.74, 9.74), left wall
(-6.25, 1.72, 8.27), (-4.81, 1.40, 9.74), left wall
(-6.23, 1.75, 8.19), (-3.61, 1.94, 8.44), Front wall
(-6.21, 1.72, 8.18), (-3.61, 1.30, 8.02), Front wall
(-6.21, 1.71, 8.18), (-3.61, 1.01, 8.26), Front wall
(-6.19, 1.68, 8.18), (-3.61, 0.47, 8.24), Front wall
(-6.13, 1.63, 8.15), (-5.45, 0.99, 8.15), Model ship
(-6.03, 1.59, 8.09), (-5.56, 0.99, 8.14), Model ship
(-6.02, 1.60, 8.09), (-5.54, 0.99, 8.07), Model ship
(-6.10, 1.62, 8.11), (-5.51, 0.99, 7.91), Model ship
(-6.14, 1.63, 8.13), (-5.48, 0.99, 7.92), Model ship
(-6.15, 1.64, 8.14), (-5.33, 0.99, 7.88), Model ship
(-6.17, 1.65, 8.12), (-5.27, 0.99, 7.55), Model ship
(-6.19, 1.67, 8.08), (-5.10, 0.99, 6.86), Model ship
(-6.20, 1.68, 8.07), (-5.14, 0.99, 6.65), Model ship
(-6.20, 1.67, 8.08), (-5.10, 0.99, 6.83), Model ship
(-6.20, 1.67, 8.09), (-5.12, 0.99, 7.08), Model ship
(-6.55, 1.67, 8.01), (-5.23, 0.99, 7.72), Model ship
(-6.86, 1.68, 7.65), (-5.37, 0.99, 7.76), Model ship
(-6.95, 1.69, 7.50), (-5.28, 0.99, 7.47), Model ship
(-6.95, 1.69, 7.49), (-5.14, 0.99, 7.39), Model ship
(-7.03, 1.73, 7.40), (-6.17, 1.59, 5.03), Ship height menu
(-7.04, 1.75, 7.44), (-5.59, 2.06, 4.96), Right wall
(-6.97, 1.72, 7.53), (-5.73, 1.52, 7.37), Model ship
(-6.84, 1.72, 7.78), (-5.73, 1.51, 7.74), Model ship
(-6.54, 1.71, 8.07), (-5.69, 1.54, 7.59), Model ship
(-6.14, 1.71, 8.25), (-5.47, 1.54, 7.27), Model ship
(-6.05, 1.71, 8.30), (-5.56, 1.54, 7.54), Model ship
(-6.03, 1.70, 8.32), (-5.54, 1.54, 7.91), Model ship
(-6.05, 1.70, 8.32), (-5.39, 1.54, 7.71), Model ship
(-6.08, 1.71, 8.29), (-5.09, 1.54, 6.79), Model ship
(-6.04, 1.71, 8.22), (-5.56, 1.54, 7.79), Model ship
(-5.98, 1.68, 8.17), (-5.70, 1.54, 8.18), Model ship
(-5.99, 1.69, 8.15), (-5.65, 1.54, 8.18), Model ship
(-5.99, 1.69, 8.10), (-5.66, 1.54, 8.01), Model ship
(-6.14, 1.69, 7.91), (-5.73, 1.53, 7.73), Model ship
(-6.33, 1.70, 7.53), (-5.73, 1.51, 7.32), Model ship
(-6.46, 1.71, 7.08), (-5.67, 1.54, 6.71), Model ship
(-6.46, 1.71, 7.06), (-5.70, 1.54, 7.18), Model ship
(-6.78, 1.70, 7.50), (-5.60, 0.82, 9.74), left wall
(-6.78, 1.71, 7.93), (-5.19, 1.11, 9.74), left wall
(-6.50, 1.69, 8.33), (-5.08, 0.79, 9.74), left wall
(-6.42, 1.69, 8.47), (-4.40, 0.46, 9.74), left wall
(-6.39, 1.71, 7.96), (-5.73, 1.54, 7.91), Model ship
(-6.20, 1.71, 7.94), (-5.64, 1.54, 8.15), Model ship
(-6.18, 1.70, 7.93), (-5.73, 1.54, 8.11), Model ship
(-6.16, 1.70, 7.91), (-5.72, 1.54, 8.07), Model ship
(-6.18, 1.70, 7.91), (-5.72, 1.54, 8.07), Model ship
(-6.19, 1.70, 7.90), (-5.72, 1.54, 8.09), Model ship
(-6.20, 1.71, 7.88), (-5.64, 1.54, 8.03), Model ship
(-6.20, 1.71, 7.88), (-5.58, 1.54, 8.01), Model ship
(-6.20, 1.71, 7.87), (-5.60, 1.54, 8.01), Model ship
(-6.21, 1.71, 7.86), (-5.55, 1.54, 7.93), Model ship
(-6.21, 1.71, 7.83), (-5.52, 1.54, 7.61), Model ship
(-6.24, 1.73, 7.89), (-5.34, 1.54, 7.23), Model ship
(-6.25, 1.70, 8.06), (-5.73, 1.43, 8.42), Model ship
(-6.35, 1.70, 8.13), (-5.67, 0.97, 9.74), left wall
(-6.38, 1.69, 8.48), (-5.55, 0.95, 9.74), left wall
(-6.36, 1.69, 8.44), (-5.54, 1.20, 9.74), left wall
(-6.45, 1.68, 8.47), (-6.79, 1.94, 9.74), left wall
(-6.43, 1.69, 8.45), (-6.49, 1.83, 9.74), left wall
(-6.41, 1.69, 8.41), (-6.35, 1.83, 9.74), left wall
(-6.42, 1.68, 8.39), (-6.38, 1.67, 9.74), left wall
(-6.40, 1.65, 8.37), (-6.02, 1.07, 9.74), left wall
(-6.42, 1.69, 8.34), (-5.93, 1.02, 9.74), left wall
(-6.40, 1.66, 8.37), (-5.70, 0.59, 9.74), left wall
(-6.38, 1.67, 8.41), (-5.59, 0.67, 9.74), left wall
(-6.22, 1.65, 8.61), (-5.58, 0.49, 9.74), left wall
(-6.19, 1.67, 8.60), (-4.70, 0.52, 9.74), left wall
(-6.24, 1.72, 8.34), (-5.61, 1.54, 8.16), Model ship
(-5.94, 1.70, 8.20), (-5.63, 1.54, 8.30), Model ship
(-5.80, 1.69, 8.17), (-5.58, 1.54, 8.25), Model ship
(-6.10, 1.72, 7.96), (-5.55, 1.54, 8.26), Model ship
(-5.99, 1.72, 7.78), (-5.55, 1.54, 8.09), Model ship
(-5.98, 1.72, 7.53), (-5.61, 1.54, 8.00), Model ship
(-6.00, 1.71, 7.48), (-5.65, 1.54, 7.88), Model ship
(-6.03, 1.72, 7.50), (-5.64, 1.54, 7.77), Model ship
(-6.05, 1.70, 7.60), (-5.67, 1.54, 7.71), Model ship
(-6.06, 1.70, 7.61), (-5.65, 1.54, 7.67), Model ship
(-6.07, 1.71, 7.60), (-5.59, 1.54, 7.61), Model ship
(-6.07, 1.70, 7.59), (-5.65, 1.54, 7.55), Model ship
(-6.08, 1.71, 7.59), (-5.62, 1.54, 7.48), Model ship
(-6.08, 1.71, 7.57), (-5.65, 1.54, 7.46), Model ship
(-6.08, 1.70, 7.55), (-5.67, 1.54, 7.39), Model ship
(-6.08, 1.70, 7.55), (-5.73, 1.53, 7.38), Model ship
(-6.09, 1.70, 7.54), (-5.73, 1.53, 7.31), Model ship
(-6.10, 1.71, 7.53), (-5.65, 1.54, 7.16), Model ship
(-6.11, 1.71, 7.53), (-5.72, 1.54, 7.18), Model ship
(-6.11, 1.71, 7.52), (-5.66, 1.54, 7.09), Model ship
(-6.11, 1.71, 7.53), (-5.62, 1.54, 7.08), Model ship
(-6.09, 1.71, 7.55), (-5.57, 1.54, 7.11), Model ship
(-6.09, 1.71, 7.52), (-5.61, 1.54, 7.06), Model ship
(-6.09, 1.71, 7.51), (-5.66, 1.54, 7.12), Model ship
(-6.27, 1.70, 7.87), (-5.73, 1.48, 8.02), Model ship
(-6.59, 1.69, 8.28), (-5.48, 0.83, 9.74), left wall
(-6.48, 1.68, 8.67), (-4.93, 0.44, 9.74), left wall
(-6.42, 1.68, 8.70), (-3.87, 0.00, 9.44), Ground
(-6.41, 1.71, 8.53), (-5.73, 1.50, 8.36), Model ship
(-6.29, 1.71, 8.18), (-5.73, 1.54, 7.78), Model ship
(-6.21, 1.72, 7.79), (-5.66, 1.54, 7.25), Model ship
(-5.99, 1.70, 7.51), (-5.60, 1.54, 7.31), Model ship
(-6.00, 1.72, 7.62), (-5.57, 1.54, 7.93), Model ship
(-6.01, 1.72, 7.59), (-5.61, 1.54, 7.91), Model ship
(-5.98, 1.72, 7.54), (-5.61, 1.54, 7.81), Model ship
(-5.90, 1.74, 7.50), (-5.54, 1.54, 8.00), Model ship
(-5.80, 1.77, 7.45), (-5.46, 1.54, 8.09), Model ship
(-5.79, 1.78, 7.46), (-5.52, 1.54, 8.02), Model ship
(-5.90, 1.78, 7.50), (-5.60, 1.54, 8.09), Model ship
(-6.02, 1.73, 7.83), (-5.71, 1.54, 8.12), Model ship
(-5.99, 1.69, 7.97), (-5.73, 1.51, 8.11), Model ship
(-6.01, 1.68, 8.05), (-5.73, 1.49, 8.16), Model ship
(-6.00, 1.69, 8.02), (-5.73, 1.53, 8.09), Model ship
(-5.99, 1.69, 7.97), (-5.70, 1.54, 7.97), Model ship
(-5.99, 1.70, 7.98), (-5.62, 1.54, 8.00), Model ship
(-6.39, 1.73, 7.95), (-5.70, 1.54, 7.46), Model ship
(-6.53, 1.75, 7.98), (-6.24, 1.82, 5.03), Ship height menu
(-6.54, 1.76, 7.99), (-6.24, 2.03, 5.03), Ship height menu
(-6.55, 1.76, 7.99), (-6.18, 2.02, 5.03), Ship height menu
(-6.55, 1.76, 7.98), (-6.08, 1.98, 4.96), Right wall
(-6.46, 1.71, 8.01), (-5.47, 1.28, 7.02), Model ship
(-6.37, 1.69, 7.96), (-5.67, 1.28, 7.82), Model ship
(-6.19, 1.68, 7.70), (-5.55, 1.28, 7.75), Model ship
(-6.20, 1.68, 7.74), (-5.59, 1.28, 7.97), Model ship
(-6.20, 1.68, 7.74), (-5.61, 1.28, 7.98), Model ship
(-6.35, 1.69, 7.99), (-5.73, 1.26, 8.47), Model ship
(-6.50, 1.70, 8.45), (-5.29, 0.80, 9.74), left wall
(-6.43, 1.68, 8.55), (-4.28, 0.09, 9.74), left wall
(-6.21, 1.68, 8.30), (-5.71, 1.38, 8.28), StanchionFront
(-6.03, 1.67, 8.23), (-5.49, 1.32, 8.15), StanchionFront
(-6.15, 1.67, 8.00), (-5.57, 1.28, 7.92), Model ship
(-6.15, 1.67, 8.02), (-5.58, 1.28, 8.02), Model ship
(-6.15, 1.67, 8.00), (-5.55, 1.28, 7.88), Model ship
(-6.18, 1.69, 7.93), (-5.51, 1.28, 7.28), Model ship
(-6.18, 1.69, 7.93), (-5.50, 1.28, 7.27), Model ship
(-6.29, 1.68, 8.42), (-3.69, 0.00, 9.74), Ground
(-6.52, 1.67, 8.63), (-4.96, 0.40, 9.74), left wall
(-6.54, 1.68, 8.49), (-5.73, 1.25, 8.47), Model ship
(-6.64, 1.70, 8.00), (-5.68, 1.28, 7.20), Model ship
(-6.41, 1.70, 7.73), (-5.49, 1.28, 7.27), Model ship
(-6.45, 1.71, 7.70), (-5.28, 1.28, 6.69), Model ship
(-6.47, 1.71, 7.69), (-5.25, 1.28, 6.49), Model ship
(-6.47, 1.71, 7.71), (-5.19, 1.28, 6.79), Model ship
(-6.47, 1.71, 7.71), (-5.30, 1.28, 6.88), Model ship
(-6.47, 1.70, 7.82), (-5.43, 1.28, 7.71), Model ship
(-6.60, 1.69, 8.38), (-5.27, 0.75, 9.74), left wall
(-6.62, 1.67, 8.47), (-5.62, 0.65, 9.74), left wall
(-6.62, 1.68, 8.49), (-5.43, 0.61, 9.74), left wall
(-6.60, 1.67, 8.52), (-5.59, 0.55, 9.74), left wall
(-6.59, 1.73, 8.46), (-3.61, 1.26, 9.23), Front wall
(-6.64, 1.78, 8.33), (-5.93, 2.00, 8.04), Mast
(-6.32, 1.69, 7.97), (-5.74, 1.40, 7.69), Mast
(-6.01, 1.68, 7.69), (-5.43, 1.28, 7.49), Model ship
(-6.03, 1.68, 7.70), (-5.37, 1.28, 7.44), Model ship
(-6.65, 1.73, 7.87), (-3.61, 1.20, 6.98), Front wall
(-6.64, 1.70, 7.88), (-5.58, 1.28, 7.63), Model ship
(-6.67, 1.70, 7.94), (-5.69, 1.28, 7.87), Model ship
(-6.91, 1.69, 8.47), (-5.52, 0.78, 9.74), left wall
(-6.62, 1.68, 8.68), (-3.81, 0.00, 9.69), Ground
(-6.52, 1.68, 8.59), (-3.61, 0.14, 8.68), Front wall
(-6.23, 1.67, 8.31), (-5.56, 1.28, 8.33), Model ship
(-5.98, 1.66, 8.17), (-5.45, 1.28, 8.26), Model ship
(-5.95, 1.66, 8.18), (-5.47, 1.28, 8.30), Model ship
(-5.89, 1.66, 7.97), (-5.50, 1.28, 8.30), Model ship
(-6.05, 1.67, 7.54), (-5.52, 1.28, 7.73), Model ship
(-6.25, 1.74, 7.38), (-5.92, 1.55, 4.96), Right wall
(-6.29, 1.76, 7.40), (-6.21, 1.84, 5.03), Ship height menu
(-6.31, 1.76, 7.39), (-6.14, 1.88, 5.03), Ship height menu
(-6.19, 1.69, 7.44), (-3.61, 0.23, 5.53), Front wall
(-6.12, 1.63, 7.52), (-5.53, 0.92, 7.88), Model ship
(-6.04, 1.63, 7.42), (-5.57, 0.92, 7.95), Model ship
(-6.01, 1.63, 7.39), (-5.49, 0.92, 7.81), Model ship
(-6.00, 1.63, 7.35), (-5.46, 0.92, 7.71), Model ship
(-6.00, 1.63, 7.33), (-5.44, 0.92, 7.63), Model ship
(-6.00, 1.62, 7.30), (-5.40, 0.92, 7.49), Model ship
(-6.00, 1.63, 7.29), (-5.38, 0.92, 7.48), Model ship
(-6.00, 1.62, 7.28), (-5.38, 0.92, 7.40), Model ship
(-6.01, 1.62, 7.28), (-5.41, 0.92, 7.35), Model ship
(-6.00, 1.62, 7.26), (-5.41, 0.92, 7.25), Model ship
(-6.01, 1.62, 7.24), (-5.39, 0.92, 7.17), Model ship
(-6.02, 1.62, 7.23), (-5.40, 0.92, 7.12), Model ship
(-6.03, 1.62, 7.21), (-5.43, 0.92, 6.97), Model ship
(-6.03, 1.62, 7.19), (-5.44, 0.92, 6.93), Model ship
(-6.03, 1.62, 7.18), (-5.44, 0.92, 6.90), Model ship
(-6.02, 1.62, 7.19), (-5.40, 0.92, 6.83), Model ship
(-6.01, 1.62, 7.19), (-5.38, 0.92, 6.81), Model ship
(-6.01, 1.62, 7.18), (-5.37, 0.92, 6.81), Model ship
(-6.00, 1.62, 7.19), (-5.35, 0.92, 6.84), Model ship
(-6.36, 1.65, 7.58), (-5.39, 0.92, 7.60), Model ship
(-6.75, 1.68, 7.94), (-5.38, 0.92, 8.42), Model ship
(-6.88, 1.70, 8.36), (-5.07, 0.73, 9.74), left wall
(-6.67, 1.68, 8.50), (-4.43, 0.14, 9.74), left wall
(-6.49, 1.66, 8.60), (-4.33, 0.00, 9.54), Ground
(-6.49, 1.65, 8.54), (-5.59, 0.92, 8.52), Model ship
(-6.22, 1.62, 8.39), (-5.61, 0.92, 8.22), Model ship
(-6.19, 1.59, 8.36), (-5.68, 0.92, 8.24), Model ship
(-6.24, 1.62, 8.40), (-5.63, 0.92, 8.15), Model ship
(-6.29, 1.64, 8.54), (-5.58, 0.92, 8.22), Model ship
(-6.32, 1.65, 8.58), (-5.53, 0.92, 8.22), Model ship
(-6.34, 1.65, 8.59), (-5.53, 0.92, 8.08), Model ship
(-6.35, 1.66, 8.59), (-5.54, 0.92, 7.94), Model ship
(-6.36, 1.66, 8.59), (-5.55, 0.92, 7.88), Model ship
(-6.35, 1.67, 8.60), (-5.41, 0.92, 7.82), Model ship
(-6.36, 1.66, 8.59), (-5.51, 0.92, 7.86), Model ship
(-6.36, 1.67, 8.58), (-5.46, 0.92, 7.79), Model ship
(-6.36, 1.66, 8.58), (-5.62, 0.92, 7.74), Model ship
(-6.37, 1.67, 8.58), (-5.49, 0.92, 7.44), Model ship
(-6.36, 1.68, 8.58), (-5.42, 0.92, 7.36), Model ship
(-6.37, 1.68, 8.56), (-5.46, 0.92, 7.40), Model ship
(-6.37, 1.67, 8.56), (-5.58, 0.92, 7.49), Model ship
(-6.38, 1.67, 8.58), (-5.57, 0.92, 7.50), Model ship
(-6.39, 1.69, 8.58), (-5.24, 0.92, 7.01), Model ship
(-6.39, 1.69, 8.58), (-5.29, 0.92, 7.09), Model ship
(-6.39, 1.69, 8.57), (-5.29, 0.92, 7.09), Model ship
(-6.67, 1.69, 8.54), (-5.39, 0.92, 7.22), Model ship
(-6.96, 1.70, 8.23), (-5.25, 0.92, 7.10), Model ship
(-7.19, 1.70, 7.83), (-5.34, 0.92, 7.04), Model ship
(-7.36, 1.70, 7.43), (-5.45, 0.92, 7.00), Model ship
(-7.40, 1.72, 7.51), (-3.93, 0.52, 9.74), left wall
(-7.45, 1.73, 7.52), (-6.06, 1.06, 9.74), left wall
(-7.40, 1.73, 7.42), (-3.61, 1.01, 7.56), Front wall
(-7.40, 1.72, 7.39), (-3.61, 0.75, 6.38), Front wall
(-7.41, 1.76, 7.43), (-3.61, 1.93, 7.67), Front wall
(-7.40, 1.74, 7.44), (-3.61, 1.51, 7.56), Front wall
(-7.40, 1.73, 7.44), (-3.61, 1.11, 7.43), Front wall
(-7.40, 1.72, 7.43), (-3.61, 0.98, 7.41), Front wall
(-4.42, 1.25, -0.18), (-2.59, 1.25, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 1.25, -0.18), (-2.59, 1.25, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 1.25, -0.18), (-2.59, 1.25, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
(-4.42, 0.10, -0.18), (-2.59, 0.10, -2.02), Wall_Left (1)
